Duration, Accuracy, Sample_Mean_loss, Total_comm_time
46316,0.31768,1.96959,4.93249
91955,0.4266,1.66064,9.11015
138698,0.4834,1.4872,13.3191
185608,0.5256,1.35807,17.5406
232050,0.55708,1.26219,22.3081
277702,0.5921,1.16492,26.8027
324565,0.62572,1.07396,31.0051
370709,0.6512,0.998755,35.0647
415584,0.67392,0.935831,39.8606
462612,0.69208,0.884369,44.2426
509145,0.70702,0.849729,48.441
555768,0.71992,0.810239,52.7111
601751,0.7304,0.778446,57.6824
648153,0.74384,0.742548,61.7993
694400,0.75304,0.719463,65.9792
