Duration, Accuracy, Sample_Mean_loss, Total_comm_time
47606,0.37738,1.75407,7.18041
96138,0.5384,1.31148,11.8713
139024,0.59906,1.15136,16.0505
181225,0.63658,1.04994,20.6266
225733,0.65866,0.9823,26.2168
270681,0.68736,0.903776,30.4246
315953,0.69844,0.874834,34.7939
359407,0.71034,0.838963,39.1146
402715,0.71918,0.815424,44.3377
447284,0.72602,0.787637,48.8781
491249,0.7384,0.761058,52.9497
535846,0.74808,0.731913,57.054
578903,0.74824,0.726445,62.0852
620709,0.75484,0.707065,66.4127
663740,0.76552,0.68004,71.7891
