Duration, Accuracy, Sample_Mean_loss, Total_comm_time
110322,0.32788,1.94499,42.5321
214206,0.42556,1.65319,78.8563
324428,0.46884,1.52078,121.522
433020,0.51436,1.39192,161.138
547172,0.55046,1.28073,202.919
657963,0.58508,1.18146,243.45
775027,0.61986,1.08915,286.857
885962,0.64888,1.00391,325.607
1003070,0.67832,0.923096,369.298
1115978,0.6934,0.883555,408.531
1226056,0.71536,0.824716,448.765
1329973,0.73022,0.779969,487.235
1437219,0.74104,0.752384,526.723
1541950,0.7543,0.7133,564.723
1648465,0.76424,0.68365,604.065
