Duration, Accuracy, Sample_Mean_loss, Total_comm_time
116597,0.36242,1.79929,42.8174
228225,0.50774,1.39686,86.8911
347604,0.57144,1.22608,136.627
459922,0.61368,1.11431,181.983
578818,0.63504,1.04805,230.991
686061,0.6545,0.992868,273.445
794894,0.68236,0.91637,317.394
899385,0.6886,0.896216,356.445
1024966,0.70504,0.84705,410.133
1145516,0.72834,0.784867,458.547
1252895,0.7463,0.735675,501.154
1358547,0.76174,0.690322,541.001
1468538,0.77802,0.644992,584.611
1575386,0.7876,0.614834,623.711
1684091,0.79948,0.577489,669.708
