Duration, Accuracy, Sample_Mean_loss, Total_comm_time
51392,0.32294,1.92163,11.3079
100796,0.5102,1.3713,20.5167
151269,0.60988,1.10855,31.019
199880,0.66148,0.958834,40.3331
249027,0.69924,0.864186,51.0779
295729,0.72482,0.790234,60.5174
343131,0.74354,0.736745,70.7802
389776,0.7656,0.677455,80.4536
436822,0.77606,0.646503,90.6608
483739,0.78872,0.611877,100.245
531394,0.79772,0.580255,111.019
578106,0.80952,0.549069,121.104
625245,0.82276,0.517759,131.374
671695,0.82984,0.49304,141.362
718389,0.84098,0.461794,151.59
