Duration, Accuracy, Sample_Mean_loss, Total_comm_time
114044,0.33132,1.95119,45.1484
217960,0.42262,1.66787,81.876
328245,0.46226,1.54087,123.312
437777,0.51038,1.41168,161.053
551293,0.553,1.2873,202.19
662704,0.58522,1.18692,239.44
779133,0.61614,1.0962,281.898
890263,0.65054,0.997053,318.982
1006943,0.67676,0.929449,360.567
1120674,0.69864,0.868452,400.902
1230014,0.7164,0.82081,440.462
1334311,0.7289,0.786192,477.441
1441146,0.74328,0.748426,516.188
1546460,0.74862,0.724706,554.954
1650929,0.76496,0.683809,593.776
