Duration, Accuracy, Sample_Mean_loss, Total_comm_time
99133,0.37626,1.74635,16.4236
193482,0.5346,1.32298,25.4454
288639,0.59444,1.16108,36.7427
380223,0.63358,1.05362,44.8468
475272,0.65908,0.983147,55.4805
583253,0.67642,0.9402,67.3906
686399,0.69112,0.893072,78.4315
787383,0.70882,0.847751,88.7527
891548,0.7112,0.836745,101.138
996762,0.72126,0.81335,114.609
1098937,0.71966,0.806551,126.881
1200348,0.73754,0.762649,137.973
1303223,0.74068,0.755521,151.295
1403017,0.74566,0.740075,162.223
1495389,0.74688,0.735524,172.048
