Duration, Accuracy, Sample_Mean_loss, Total_comm_time
100462,0.37136,1.75244,15.0037
208376,0.5309,1.31767,27.8992
311653,0.59592,1.14642,39.9728
411204,0.63888,1.03892,53.0266
510115,0.66798,0.953801,67.1981
606498,0.68834,0.901342,78.6387
695558,0.70046,0.869865,87.9883
795168,0.71756,0.821669,98.1589
900859,0.73274,0.781608,111.356
1010456,0.73316,0.778427,128.126
1121644,0.74668,0.736038,140.052
1224039,0.75158,0.727445,150.48
1333176,0.7576,0.712035,168.166
1435674,0.76488,0.689834,178.849
1530782,0.7707,0.670499,189.92
