Duration, Accuracy, Sample_Mean_loss, Total_comm_time
47925,0.28732,2.09287,10.6667
94983,0.40196,1.6876,20.5473
142180,0.49526,1.41144,30.7787
189121,0.55918,1.24708,40.4633
238251,0.60154,1.13246,50.7063
286284,0.63776,1.0402,60.4165
333901,0.65978,0.975628,70.9102
380744,0.68212,0.913427,80.6046
428572,0.69684,0.873756,91.492
475436,0.7127,0.829294,100.862
523025,0.7263,0.792643,111.099
569806,0.73596,0.760775,121.006
617719,0.74862,0.727911,131.707
664744,0.75586,0.705431,141.47
712338,0.76392,0.684684,152.016
