Duration, Accuracy, Sample_Mean_loss, Total_comm_time
168454,0.2569,2.13228,99.7112
362181,0.3927,1.69153,218.077
545105,0.49356,1.41777,329.82
729914,0.5631,1.24133,441.946
907077,0.60558,1.11666,551.062
1088131,0.63992,1.02568,663.119
1273360,0.66836,0.946191,780.741
1455521,0.68638,0.894339,894.559
1640275,0.70696,0.840698,1009.83
1824925,0.72046,0.806407,1126.42
2010536,0.73646,0.76302,1245.16
2193237,0.74766,0.733671,1361.11
2375733,0.75632,0.701371,1475.8
2562028,0.76886,0.665866,1594.44
2744113,0.77532,0.650423,1706.51
