Duration, Accuracy, Sample_Mean_loss, Total_comm_time
119740,0.36106,1.79921,43.8479
231491,0.5059,1.40302,86.336
350711,0.57356,1.22791,130.17
462833,0.6144,1.10478,170.657
582134,0.64592,1.02897,217.181
689425,0.66532,0.963615,256.049
797565,0.6822,0.913914,296.523
902099,0.69352,0.88515,335.718
1028178,0.71106,0.830176,383.113
1148108,0.72886,0.779206,426.428
1255704,0.74306,0.742481,467.996
1361863,0.76022,0.69668,505.494
1471222,0.7711,0.66035,544.957
1578370,0.78914,0.609176,582.876
1686082,0.79644,0.583396,623.543
