Duration, Accuracy, Sample_Mean_loss, Total_comm_time
181142,0.27224,2.12702,112.294
359202,0.38756,1.74664,220.635
536581,0.4875,1.43042,328.718
723943,0.56222,1.23809,443.475
905463,0.61,1.10644,556.153
1080656,0.6434,1.01736,665.854
1249397,0.67436,0.938395,770.137
1410594,0.69246,0.883779,871.174
1570442,0.71194,0.830133,970.64
1731043,0.72472,0.792034,1071.85
1892132,0.73896,0.75442,1173.31
2051991,0.75234,0.716174,1273.53
2212771,0.76154,0.690886,1374.08
2389492,0.76728,0.669676,1484.48
2572151,0.7786,0.640205,1597.79
