Duration, Accuracy, Sample_Mean_loss, Total_comm_time
112265,0.32954,1.938,42.3515
216401,0.43418,1.63549,79.287
326130,0.4777,1.49787,120.867
435060,0.52082,1.38004,160.036
549206,0.5545,1.2799,201.774
660398,0.58456,1.18371,238.499
777092,0.61796,1.09318,281.421
888153,0.65238,1.00315,318.356
1004815,0.67598,0.932509,360.691
1118652,0.69688,0.872675,399.716
1227911,0.71404,0.826456,439.145
1332088,0.73082,0.782332,477.261
1439242,0.74342,0.745051,517.354
1544218,0.75086,0.721828,554.778
1649668,0.7661,0.681745,594.508
