Duration, Accuracy, Sample_Mean_loss, Total_comm_time
44196,0.35656,1.80776,4.67318
87877,0.51312,1.39369,8.81184
133326,0.57956,1.20494,13.8221
178456,0.61858,1.08856,18.2216
224044,0.655,0.995952,23.1329
268653,0.67228,0.94005,27.9202
312749,0.69334,0.888044,32.8313
355865,0.70994,0.837985,36.8865
398226,0.73278,0.771855,41.6411
440232,0.74778,0.73358,45.5408
483955,0.76624,0.676103,49.9372
526506,0.78444,0.629844,54.1854
568765,0.7939,0.59797,58.9848
610661,0.80442,0.568969,63.021
652701,0.81374,0.540552,67.3888
