Duration, Accuracy, Sample_Mean_loss, Total_comm_time
48438,0.30502,1.98699,6.80657
94613,0.42634,1.65957,11.0987
141378,0.47748,1.49529,15.5057
187752,0.52358,1.36698,19.7628
234452,0.56004,1.25508,25.2174
280751,0.6009,1.14048,29.5879
327732,0.62866,1.06585,34.0669
373670,0.65016,1.00243,38.3276
418464,0.67284,0.93578,43.2161
466094,0.69098,0.886289,47.3462
513391,0.70742,0.841325,51.5039
559534,0.72204,0.803372,55.4891
604540,0.73278,0.770369,60.1332
651247,0.74374,0.74475,64.2723
697266,0.75356,0.717708,68.5785
