Duration, Accuracy, Sample_Mean_loss, Total_comm_time
34312,0.33052,1.98898,3.95794
68942,0.43884,1.632,7.36284
104818,0.50604,1.41249,10.8119
139561,0.55656,1.2663,14.2308
175650,0.58702,1.17521,18.2242
211431,0.61926,1.08885,21.6916
246934,0.64044,1.03195,25.1054
282603,0.65804,0.975012,28.5571
319260,0.67406,0.932118,32.5803
355490,0.6933,0.886028,36.0189
391860,0.70118,0.86321,39.4605
428724,0.71056,0.835851,42.8919
465261,0.72264,0.800153,46.848
500929,0.73436,0.767945,50.3463
537341,0.74184,0.749121,54.0129
