Duration, Accuracy, Sample_Mean_loss, Total_comm_time
95414,0.37648,1.74537,12.5506
202890,0.53974,1.30398,24.314
305150,0.60712,1.12422,37.9909
406338,0.64794,1.01063,50.4309
505459,0.67596,0.933554,63.3247
602492,0.69188,0.896799,73.1768
691513,0.70788,0.85376,82.0211
790160,0.71998,0.819773,91.6535
895288,0.72756,0.797658,106.312
1003342,0.73668,0.77002,120.05
1115456,0.74946,0.737495,133.758
1220132,0.74248,0.752412,145.425
1326703,0.75664,0.712701,163.252
1430728,0.76124,0.699397,176.278
1526675,0.76718,0.680458,187.65
