Duration, Accuracy, Sample_Mean_loss, Total_comm_time
112579,0.30704,2.04666,40.3287
222442,0.39968,1.7592,79.7222
335607,0.45998,1.52454,121.498
444140,0.53232,1.3163,158.61
553143,0.58912,1.17024,199.166
661957,0.62884,1.05516,238.862
780355,0.65498,0.990038,283.739
895491,0.68186,0.913283,324.224
1016179,0.69734,0.872399,368.602
1132048,0.71094,0.830738,409.933
1241760,0.72716,0.788059,450.327
1348328,0.73744,0.762906,489.712
1460748,0.74968,0.72193,533.013
1571546,0.75958,0.695319,572.876
1682771,0.76644,0.67506,613.426
