Duration, Accuracy, Sample_Mean_loss, Total_comm_time
40218,0.29622,2.05376,8.02359
80051,0.4315,1.65416,14.8782
118477,0.50154,1.4275,22.3355
157283,0.55472,1.27337,29.3439
196479,0.59332,1.16968,36.8933
235298,0.6177,1.09021,43.7908
274482,0.64006,1.02891,51.2859
313103,0.66232,0.967873,58.252
352472,0.67864,0.924878,65.8304
391464,0.68972,0.893928,72.5803
428259,0.70266,0.858112,80.0522
465089,0.71658,0.818258,86.8734
501687,0.72478,0.793229,94.3359
538135,0.7328,0.770373,101.263
574674,0.74404,0.743833,108.684
