Duration, Accuracy, Sample_Mean_loss, Total_comm_time
170466,0.32124,1.9355,105.538
339946,0.48664,1.44311,213.735
512590,0.59574,1.14385,322.939
679267,0.66518,0.95067,428.739
849860,0.70536,0.845872,536.481
1026216,0.73208,0.771125,647.658
1203018,0.75684,0.702001,762.018
1379464,0.77012,0.661808,873.582
1556289,0.78406,0.623133,988
1733957,0.79436,0.594395,1105.97
1911978,0.80718,0.556258,1224.75
2084814,0.81948,0.520667,1339.5
2257839,0.83116,0.487325,1451.84
2432390,0.83728,0.469753,1561.1
2608839,0.84916,0.43752,1673.74
