Duration, Accuracy, Sample_Mean_loss, Total_comm_time
75059,0.31456,1.9266,40.7834
149399,0.52142,1.33748,81.7433
223629,0.61986,1.0762,122.746
297778,0.67468,0.9299,163.654
371167,0.71228,0.83191,204.689
443973,0.73602,0.760313,245.816
518246,0.7619,0.685885,285.949
592619,0.77644,0.647849,326.385
666779,0.79304,0.602584,367.794
741048,0.80648,0.558903,408.752
814975,0.82064,0.519767,450.005
888157,0.83318,0.483465,491.783
961198,0.84008,0.466036,534.178
1034437,0.8527,0.42946,578.149
1107872,0.86032,0.407749,620.42
