Duration, Accuracy, Sample_Mean_loss, Total_comm_time
95124,0.34208,1.87239,8.90554
194216,0.47496,1.50512,20.5282
297423,0.52664,1.3595,31.8324
396159,0.57224,1.24148,42.5132
512234,0.59444,1.17708,59.7796
620416,0.6149,1.12623,72.6691
726150,0.63212,1.08002,84.8039
822487,0.64874,1.03323,98.2989
918521,0.65774,1.00748,112.767
1011363,0.6683,0.975215,122.502
1101760,0.67594,0.958973,133.638
1192663,0.68426,0.931786,143.557
1286062,0.69736,0.89239,155.821
1379064,0.7031,0.878556,168.474
1469072,0.70876,0.867272,176.869
