Duration, Accuracy, Sample_Mean_loss, Total_comm_time
117042,0.30478,2.02785,44.6518
226826,0.38554,1.77235,86.2858
339728,0.45314,1.52525,128.426
447635,0.53228,1.31781,166.158
557462,0.59208,1.15779,209.751
666539,0.63008,1.05408,251.74
784935,0.66006,0.97668,299.472
899988,0.68252,0.911099,340.981
1020899,0.70002,0.865291,385.985
1136134,0.71628,0.819071,429.271
1246023,0.72864,0.781496,471.754
1352256,0.73996,0.751622,511.596
1465309,0.74762,0.728345,555.949
1575909,0.7583,0.698041,595.005
1685436,0.76372,0.682292,635.532
