Duration, Accuracy, Sample_Mean_loss, Total_comm_time
44271,0.21822,2.16177,19.9008
88710,0.33462,1.90878,39.8905
132297,0.37728,1.76455,57.763
176722,0.40774,1.66458,77.6625
221613,0.42904,1.59482,98.2028
266630,0.4468,1.53998,118.922
311078,0.45912,1.50511,139.419
355950,0.47162,1.46607,160.165
400539,0.4829,1.44543,180.395
445102,0.49466,1.41665,200.523
492077,0.49854,1.3962,220.46
536984,0.51054,1.3727,237.491
581615,0.51824,1.34918,257.549
626454,0.52882,1.32629,278.215
671526,0.53384,1.30981,299.641
