Duration, Accuracy, Sample_Mean_loss, Total_comm_time
120716,0.36318,1.79247,43.451
232241,0.51874,1.37401,82.8923
351792,0.5762,1.20774,126.186
464656,0.61554,1.10762,165.761
583130,0.64998,1.01395,211.201
690934,0.66154,0.974689,248.675
798700,0.68572,0.907803,288.846
903571,0.6939,0.879434,323.909
1029326,0.7154,0.824244,370.301
1149889,0.72498,0.791127,412.124
1256425,0.74634,0.733283,451.143
1362894,0.76444,0.687277,487.294
1472073,0.76992,0.658322,525.938
1579553,0.7844,0.619032,563.403
1686714,0.80336,0.569363,603.697
