Duration, Accuracy, Sample_Mean_loss, Total_comm_time
45617,0.33414,1.91941,7.20458
88311,0.47064,1.5343,11.7987
130242,0.52292,1.38819,16.2637
172533,0.5535,1.29642,20.8957
215366,0.5853,1.21508,26.0899
259123,0.60156,1.16222,30.3423
302696,0.62118,1.0995,34.6485
346762,0.64192,1.04371,38.8364
391232,0.65,1.01577,43.7264
435024,0.6633,0.976773,48.0042
479348,0.6688,0.951866,52.2352
525345,0.68834,0.90266,56.4598
573434,0.69956,0.874312,61.8242
618123,0.71182,0.833271,66.1673
660792,0.7225,0.804863,70.2985
