Duration, Accuracy, Sample_Mean_loss, Total_comm_time
111892,0.33902,1.87712,39.2164
218964,0.47218,1.48694,77.7947
326913,0.55998,1.24597,116.856
432545,0.62758,1.06096,152.397
547868,0.67604,0.927657,193.919
660338,0.70476,0.842991,233.174
781651,0.73586,0.758553,277.258
892170,0.75494,0.707224,316.474
1001248,0.77078,0.659987,357.273
1106808,0.78758,0.612668,393.315
1217433,0.79564,0.590381,434.395
1329892,0.80604,0.556171,472.943
1440133,0.81758,0.524673,514.363
1548197,0.82936,0.492106,551.904
1654624,0.83744,0.471246,592.542
