Duration, Accuracy, Sample_Mean_loss, Total_comm_time
44600,0.33888,1.87714,15.2668
88888,0.52168,1.33505,30.3075
133486,0.60814,1.10972,45.2793
178458,0.65626,0.978994,60.8018
222064,0.68914,0.889971,76.5291
265956,0.71748,0.816449,92.1099
309898,0.73818,0.757068,107.739
353204,0.75624,0.706456,123.053
396706,0.76928,0.668061,138.34
440175,0.77662,0.643699,153.723
483905,0.79234,0.603664,169.114
527375,0.80146,0.576266,184.651
570781,0.81232,0.54682,200.086
614486,0.8231,0.512677,215.493
658208,0.83036,0.497498,230.589
