Duration, Accuracy, Sample_Mean_loss, Total_comm_time
102884,0.33774,1.88666,15.3157
202190,0.47066,1.51796,26.0046
306344,0.53146,1.35235,36.3466
409047,0.56828,1.24525,45.4788
520741,0.59196,1.17995,58.9773
630031,0.60906,1.13214,71.8579
733959,0.6271,1.08279,82.6041
830834,0.6414,1.03723,94.6135
924202,0.6541,1.01209,104.959
1019509,0.66618,0.982553,116.535
1109575,0.67668,0.945303,125.33
1201466,0.6884,0.914989,136.722
1293867,0.69052,0.90911,148.011
1386099,0.69854,0.887716,159.021
1475833,0.70544,0.865608,168.587
