Duration, Accuracy, Sample_Mean_loss, Total_comm_time
111361,0.3399,1.92911,40.5048
215381,0.42608,1.66381,77.1851
325456,0.47196,1.53209,118.831
434371,0.51336,1.4011,158.087
548216,0.55332,1.28393,197.81
658940,0.5834,1.1935,236.257
776119,0.62038,1.08529,278.253
886425,0.64854,1.00782,315.118
1004005,0.67434,0.937625,357.389
1116688,0.6994,0.867649,396.06
1227084,0.71546,0.823018,435.128
1330850,0.7297,0.780892,472.679
1438222,0.73988,0.753846,512.069
1543345,0.75654,0.709178,551.122
1649094,0.76426,0.685766,589.168
