Duration, Accuracy, Sample_Mean_loss, Total_comm_time
50367,0.33548,1.90506,11.5504
100331,0.50974,1.37413,20.8595
150198,0.60544,1.11595,30.8734
199404,0.66488,0.959079,40.0008
248103,0.69942,0.858716,49.8413
294805,0.72796,0.788379,58.9125
342145,0.74312,0.740458,69.6249
388836,0.7633,0.688672,78.9385
435929,0.77704,0.644333,89.0495
483110,0.78994,0.607625,98.3888
530209,0.80312,0.572033,108.372
577387,0.81172,0.544314,118.2
624078,0.82108,0.517442,128.085
671048,0.82894,0.495841,137.702
717566,0.84214,0.462446,147.791
