Duration, Accuracy, Sample_Mean_loss, Total_comm_time
163823,0.254,2.14136,102.707
356644,0.38654,1.70559,225.434
539581,0.4861,1.43571,343.891
724603,0.55584,1.25422,459.882
901935,0.60268,1.12187,572.654
1082683,0.64016,1.02699,686.769
1267808,0.66748,0.955309,804.012
1450061,0.685,0.896984,919.22
1634612,0.70646,0.843351,1035.82
1819621,0.7198,0.802382,1151.18
2004874,0.73568,0.763813,1269.32
2187649,0.74786,0.727916,1384.42
2370225,0.75818,0.70069,1500.25
2556631,0.76202,0.68543,1621.84
2740363,0.77596,0.648392,1740.86
