Duration, Accuracy, Sample_Mean_loss, Total_comm_time
164346,0.26294,2.13577,108.14
357260,0.38966,1.69691,233.781
540504,0.48954,1.42994,351.899
725335,0.55462,1.25353,472.529
902746,0.60348,1.1198,587.838
1083517,0.63962,1.02571,704.108
1268475,0.66338,0.95519,823.233
1450636,0.68796,0.893971,941.444
1635583,0.70152,0.851422,1062.97
1820512,0.71766,0.81213,1181.3
2005676,0.73622,0.756454,1302.19
2188403,0.74606,0.731044,1423.73
2371061,0.75274,0.709717,1541.6
2557569,0.76738,0.670377,1661.08
2740878,0.77404,0.648309,1779.17
