Duration, Accuracy, Sample_Mean_loss, Total_comm_time
73009,0.2847,2.06859,39.1576
145266,0.42318,1.6212,79.9801
217694,0.50758,1.39178,120.771
290431,0.56122,1.24281,162.558
362491,0.60324,1.12703,203.279
434784,0.63608,1.0408,244.264
508058,0.66142,0.968908,286.555
580666,0.67676,0.922352,328.832
653505,0.69606,0.873184,370.414
726057,0.71272,0.827958,411.525
798951,0.72862,0.790377,453.371
871650,0.73558,0.763989,495.281
944524,0.74694,0.732185,537.399
1017424,0.75824,0.702372,579.309
1089739,0.76848,0.671332,620.506
