Duration, Accuracy, Sample_Mean_loss, Total_comm_time
51642,0.336,1.87832,7.12789
98137,0.49702,1.41651,12.0704
144466,0.587,1.17279,16.3337
190029,0.64176,1.01472,20.6028
236679,0.6797,0.91469,26.1393
283818,0.71354,0.819185,30.7834
329654,0.73082,0.770384,35.1676
374775,0.75512,0.708142,39.466
422021,0.76654,0.677733,44.695
468322,0.7813,0.632185,48.9305
513849,0.79072,0.606524,53.2626
557709,0.80082,0.575708,57.4096
602670,0.81392,0.541415,62.7136
646875,0.82136,0.516865,67.1562
690161,0.83002,0.494517,71.5458
