Duration, Accuracy, Sample_Mean_loss, Total_comm_time
71729,0.27346,2.09879,42.341
143947,0.40744,1.667,87.4101
216496,0.49208,1.42573,132.739
288937,0.55572,1.26155,178.463
361273,0.59852,1.15072,223.066
433556,0.6319,1.05153,265.682
505882,0.64984,0.995906,308.679
578114,0.68036,0.916505,352.041
651721,0.69908,0.863689,397.919
724849,0.70694,0.837698,443.168
797757,0.72246,0.796601,488.154
871125,0.7383,0.755898,533.478
943935,0.7469,0.729977,577.78
1016635,0.7554,0.709273,618.812
1088977,0.7638,0.684594,660.902
