Duration, Accuracy, Sample_Mean_loss, Total_comm_time
184080,0.27604,2.01612,110.005
366690,0.48786,1.40339,226.262
550359,0.61442,1.08726,343.034
733820,0.675,0.921415,460.045
903562,0.71646,0.811421,567.569
1091478,0.73994,0.741503,687.797
1284474,0.76444,0.678448,810.653
1462092,0.7802,0.632607,923.159
1630531,0.7962,0.584869,1030.67
1820493,0.81308,0.541992,1150.27
1994263,0.82132,0.517083,1260.22
2170421,0.83458,0.481758,1371.65
2352842,0.84436,0.450715,1486.52
2530436,0.85642,0.417786,1598
2714829,0.86498,0.396118,1713.23
