Duration, Accuracy, Sample_Mean_loss, Total_comm_time
174087,0.32674,1.93544,107.505
343346,0.47618,1.46731,214.671
515924,0.59896,1.13244,324.89
682476,0.66526,0.951181,431.121
852860,0.70658,0.84404,537.388
1029954,0.7317,0.773904,649.676
1206388,0.75268,0.710376,759.953
1382826,0.77148,0.658123,868.73
1559850,0.78804,0.613155,980.363
1737634,0.7946,0.593062,1091.11
1915154,0.8111,0.550769,1200.79
2088029,0.81818,0.524569,1308.14
2261172,0.83032,0.489828,1417.19
2435734,0.8399,0.461676,1525.2
2611308,0.84812,0.442098,1634.45
