Duration, Accuracy, Sample_Mean_loss, Total_comm_time
48752,0.27412,2.02844,18.9813
95040,0.4144,1.64484,37.8235
143951,0.46456,1.49157,58.0971
192757,0.49644,1.41075,78.1361
239594,0.52508,1.33891,97.3158
284986,0.53986,1.28904,114.389
328331,0.55558,1.25116,129.193
372483,0.5683,1.21699,144.799
418199,0.5837,1.17831,160.857
463884,0.6013,1.13282,177.092
508720,0.61458,1.10544,192.537
551895,0.61932,1.08487,207.626
596362,0.62772,1.0598,223.229
640117,0.6341,1.04115,238.398
685687,0.64472,1.01555,254.108
