Duration, Accuracy, Sample_Mean_loss, Total_comm_time
101184,0.32902,1.92171,13.803
200913,0.45856,1.54982,26.8799
304493,0.51662,1.3855,38.772
406438,0.5597,1.27439,50.4301
516950,0.58888,1.19165,66.4375
627136,0.6105,1.13252,83.6208
733100,0.63232,1.07847,96.1577
828993,0.64446,1.04181,106.697
923003,0.6648,0.993191,120.913
1017522,0.67518,0.963669,132.473
1108691,0.67666,0.941542,143.385
1199282,0.6897,0.917229,153.219
1292391,0.69738,0.892213,166.027
1383763,0.70764,0.865414,176.724
1475241,0.71252,0.847128,188.301
