Duration, Accuracy, Sample_Mean_loss, Total_comm_time
47479,0.31604,1.97313,5.74992
93471,0.42718,1.6491,9.88497
140212,0.4786,1.48902,14.6395
186939,0.52444,1.36317,18.8147
233663,0.5617,1.24545,23.9797
279694,0.59186,1.15778,28.066
326338,0.627,1.06974,32.1435
371957,0.65096,0.99875,36.4391
416599,0.67784,0.930626,41.4232
463668,0.68986,0.887876,45.9368
510491,0.70724,0.843108,50.0006
556912,0.72206,0.807233,54.1888
603088,0.7307,0.781308,59.0055
649487,0.7451,0.744616,63.3482
695847,0.75648,0.712305,67.5354
