Duration, Accuracy, Sample_Mean_loss, Total_comm_time
73925,0.30698,1.94522,41.629
147890,0.51368,1.35399,85.3619
222116,0.61498,1.09276,129.464
296191,0.67364,0.931533,174.183
369786,0.70388,0.839311,219.916
442689,0.73362,0.766065,264.61
516925,0.76012,0.693174,307.607
591061,0.77772,0.644309,352.761
665374,0.79472,0.592154,399.095
739682,0.80602,0.56305,445.163
813612,0.8177,0.531968,491.043
886853,0.82912,0.493734,536.152
959849,0.84062,0.462483,581.79
1033097,0.84954,0.437585,627.218
1106705,0.858,0.41278,672.604
