Duration, Accuracy, Sample_Mean_loss, Total_comm_time
72828,0.31226,1.94684,43.1302
145335,0.52422,1.33008,86.6495
218035,0.6234,1.07396,130.683
290739,0.67164,0.933157,176.05
363551,0.71162,0.829113,221.835
436471,0.73718,0.755412,267.878
509459,0.75582,0.700388,313.606
582147,0.77664,0.645464,357.708
655274,0.78916,0.608798,402.581
728393,0.80232,0.567935,446.647
801346,0.80984,0.54653,490.98
874621,0.8265,0.50332,534.753
947214,0.84158,0.466705,579.193
1019728,0.84886,0.439655,624.677
1093122,0.85566,0.421134,671.533
