Duration, Accuracy, Sample_Mean_loss, Total_comm_time
46820,0.37086,1.77237,5.47561
94586,0.5369,1.32125,9.91308
137813,0.59868,1.15856,14.0052
180511,0.63562,1.0526,18.3185
224702,0.6614,0.986193,23.2446
269108,0.67862,0.930557,27.5617
314843,0.69314,0.88933,31.5906
358528,0.71006,0.845098,35.7565
402021,0.71358,0.831034,40.5895
445469,0.7207,0.808662,44.5497
489491,0.72978,0.777355,48.5751
533643,0.74086,0.755138,52.5093
577352,0.74634,0.734902,57.6129
619864,0.75152,0.717732,62.2375
663166,0.7615,0.691958,67.0241
