Duration, Accuracy, Sample_Mean_loss, Total_comm_time
99263,0.32532,1.94629,17.6082
201670,0.45284,1.58797,28.7723
290179,0.50314,1.44198,37.3512
377484,0.54042,1.33854,45.8563
476076,0.5637,1.26415,58.3995
573590,0.59052,1.1951,67.8425
668883,0.6123,1.13112,77.7247
760291,0.62472,1.09184,86.4972
852245,0.64854,1.02934,98.319
942862,0.65958,0.992369,107.909
1035939,0.67098,0.954105,119.127
1125132,0.68572,0.913148,128.418
1216945,0.69486,0.890601,140.117
1321159,0.70626,0.854314,150.947
1417991,0.7166,0.823923,162.017
