Duration, Accuracy, Sample_Mean_loss, Total_comm_time
183392,0.29538,1.98369,116.284
365579,0.4959,1.39168,230.908
549498,0.6129,1.09429,348.11
733179,0.67308,0.925831,465.641
902564,0.71284,0.815572,574.453
1090615,0.74322,0.736676,691.842
1283536,0.76464,0.676529,817.507
1461386,0.78406,0.623119,932.367
1629684,0.79862,0.581165,1038.98
1819756,0.81034,0.545536,1160.65
1993490,0.82368,0.509802,1273.48
2169270,0.83636,0.475038,1385.96
2351665,0.84766,0.443409,1501.24
2529680,0.85646,0.417298,1615.18
2714125,0.85974,0.407333,1733.29
