Duration, Accuracy, Sample_Mean_loss, Total_comm_time
94494,0.36836,1.77835,14.0271
190059,0.53868,1.31791,24.2971
284142,0.59886,1.15141,34.1664
376371,0.63616,1.05508,44.7152
471220,0.65708,0.991226,55.9192
575605,0.67148,0.948763,66.5605
682520,0.68336,0.914057,79.3185
780630,0.70408,0.862821,88.7692
886773,0.7128,0.837567,103.844
989841,0.7233,0.806071,115.112
1093345,0.71908,0.818939,127.792
1195509,0.7393,0.759331,138.54
1298387,0.73654,0.761926,151.251
1397675,0.74982,0.733731,164.744
1492475,0.75336,0.712125,176.81
