Duration, Accuracy, Sample_Mean_loss, Total_comm_time
96873,0.3821,1.73198,13.9864
205664,0.54784,1.28328,27.0248
308075,0.6116,1.11218,37.266
408830,0.647,1.01482,49.007
506736,0.67246,0.946473,60.7905
603809,0.69574,0.884353,70.5762
692890,0.70462,0.855245,79.7069
792548,0.71722,0.818459,88.2154
896786,0.72954,0.787009,101.352
1006774,0.74086,0.763369,114.237
1119713,0.74532,0.740648,124.924
1222041,0.75486,0.716741,135.607
1329676,0.75752,0.710411,149.842
1432041,0.7629,0.692537,162.867
1528415,0.77014,0.672589,173.303
