Duration, Accuracy, Sample_Mean_loss, Total_comm_time
175765,0.27228,2.11735,100.064
354169,0.38674,1.74697,209.989
531429,0.49024,1.43498,322.05
718242,0.55884,1.24558,439.947
900806,0.6111,1.10618,555.49
1075031,0.6443,1.0187,666.767
1244863,0.67258,0.936125,775.043
1406206,0.69246,0.879705,878.596
1565646,0.7092,0.833084,980.257
1726760,0.72438,0.795178,1083.58
1887333,0.74198,0.747288,1186.31
2047055,0.74604,0.732157,1288.45
2208168,0.75794,0.695964,1390.6
2383655,0.76922,0.66135,1503.18
2568377,0.77632,0.64466,1619.83
