Duration, Accuracy, Sample_Mean_loss, Total_comm_time
72419,0.2749,2.09602,43.0993
144692,0.40772,1.66461,86.7848
217206,0.49646,1.42313,129.823
289604,0.55774,1.256,172.85
361946,0.59972,1.13818,215.605
434196,0.6343,1.04972,258.053
506562,0.65976,0.973336,300.627
578783,0.67856,0.918829,343.245
652453,0.6997,0.865364,386.026
725566,0.71506,0.824301,428.106
798545,0.72328,0.798021,471.436
871766,0.73438,0.765418,515.889
944598,0.7443,0.735578,558.084
1017265,0.75902,0.699568,598.259
1089628,0.76294,0.681623,638.124
