Duration, Accuracy, Sample_Mean_loss, Total_comm_time
46595,0.34736,1.85811,9.26398
92303,0.50566,1.40107,18.818
139239,0.57828,1.19268,29.3467
185353,0.63534,1.03431,38.8264
236557,0.6758,0.93202,49.4167
285364,0.70482,0.84592,59.3732
335338,0.73378,0.771765,69.7334
382293,0.74912,0.720926,79.2197
430234,0.76176,0.680686,89.3327
476852,0.77486,0.647827,99.1421
524009,0.78662,0.615084,110.355
570921,0.80396,0.568996,119.891
618049,0.80688,0.553204,130.776
663666,0.81444,0.53507,140.179
710547,0.8281,0.496472,150.453
