Duration, Accuracy, Sample_Mean_loss, Total_comm_time
97171,0.36434,1.78442,14.0471
192562,0.51624,1.36742,23.8657
287489,0.57338,1.21259,33.0993
378985,0.62282,1.08611,42.0973
473752,0.65826,0.998217,52.3587
580828,0.67654,0.940776,64.0737
685268,0.68942,0.906508,75.4902
783972,0.70398,0.862367,84.4803
889695,0.7095,0.842354,97.4841
995389,0.72218,0.808256,106.991
1097286,0.73028,0.787387,116.683
1198877,0.73856,0.76187,126.203
1301933,0.73786,0.758805,138.71
1401438,0.74492,0.740359,149.08
1494581,0.74766,0.726646,158.105
