Duration, Accuracy, Sample_Mean_loss, Total_comm_time
43881,0.28704,2.06341,19.3489
87099,0.41828,1.65319,37.3245
130496,0.4997,1.41662,52.5945
173742,0.55154,1.27574,67.4097
216937,0.5902,1.16619,82.3778
260006,0.61922,1.08756,97.3513
303145,0.64228,1.02592,112.648
346473,0.65766,0.972507,127.862
389948,0.67728,0.92511,142.699
433511,0.68782,0.893428,160.344
477261,0.7079,0.841962,179.822
520721,0.71866,0.810593,198.731
564834,0.73112,0.779831,218.102
608426,0.73768,0.758652,237.769
650757,0.74676,0.733953,255.487
