Duration, Accuracy, Sample_Mean_loss, Total_comm_time
98208,0.37986,1.73955,15.581
207019,0.5436,1.29308,28.5555
309618,0.60836,1.12652,41.2904
409288,0.64722,1.01252,54.1761
508965,0.67188,0.944122,66.7363
605084,0.69436,0.887049,75.9911
694861,0.70804,0.84932,84.4839
793523,0.71968,0.813872,92.5475
899447,0.73004,0.787505,105.224
1008390,0.73814,0.762673,116.204
1119319,0.74678,0.740982,130.2
1222669,0.75264,0.726603,141.942
1331479,0.7618,0.697825,156.433
1433150,0.76202,0.697563,166.212
1529418,0.77,0.672252,175.867
