Duration, Accuracy, Sample_Mean_loss, Total_comm_time
73485,0.3188,1.9414,44.0702
145927,0.52362,1.33177,88.6767
218703,0.62246,1.07028,133.544
291441,0.67762,0.924214,178.617
364195,0.70966,0.833943,224.079
437194,0.73628,0.754429,270.275
510144,0.75646,0.702044,316.502
582767,0.77432,0.651105,361.57
655876,0.78956,0.609681,406.874
729033,0.80194,0.573371,452.389
802013,0.81342,0.538654,497.514
875254,0.82756,0.502952,542.452
947922,0.83772,0.474602,587.028
1020510,0.84612,0.444873,631.714
1093696,0.85564,0.417927,677.932
