Duration, Accuracy, Sample_Mean_loss, Total_comm_time
123183,0.36572,1.78462,45.5061
234609,0.51734,1.371,85.1224
353980,0.5786,1.20496,129.257
467667,0.6219,1.09198,169.333
585236,0.64654,1.02624,213.482
692491,0.66382,0.972086,252.011
800684,0.685,0.911904,293.414
906003,0.70154,0.864608,329.908
1031350,0.71396,0.825831,378.677
1151627,0.73074,0.777849,422.476
1258596,0.74934,0.725067,461.74
1364967,0.76092,0.688732,498.09
1474195,0.77878,0.639737,538.15
1581695,0.78658,0.617083,575.811
1688018,0.79926,0.586281,616.311
