Duration, Accuracy, Sample_Mean_loss, Total_comm_time
106677,0.34346,1.8759,17.6075
202572,0.48388,1.45288,27.0004
297834,0.56622,1.2267,39.566
393241,0.63762,1.03402,51.3414
491508,0.67984,0.914154,63.3375
588793,0.70976,0.830938,74.7532
683257,0.73342,0.768651,84.0106
779154,0.75394,0.709505,93.7577
876030,0.7699,0.662085,105.119
972346,0.78448,0.623557,118.11
1064710,0.79358,0.591783,129.176
1160405,0.80686,0.556995,140.369
1256100,0.81856,0.526103,151.541
1350276,0.82782,0.50241,162.217
1439569,0.83894,0.470042,172.669
