Duration, Accuracy, Sample_Mean_loss, Total_comm_time
75096,0.32114,1.92104,41.555
147586,0.5267,1.32126,82.579
220408,0.624,1.06635,124.408
292969,0.67946,0.914394,165.974
365801,0.7124,0.823601,207.731
438831,0.73308,0.765191,250.043
511741,0.758,0.696131,291.911
584386,0.7765,0.645137,334.086
657529,0.79424,0.597482,375.815
730636,0.80628,0.562089,417.898
803685,0.81798,0.526713,459.737
876903,0.82702,0.502392,501.699
949466,0.835,0.476964,543.272
1022048,0.84882,0.441818,585.135
1095108,0.85906,0.415291,627.557
