Duration, Accuracy, Sample_Mean_loss, Total_comm_time
166180,0.26042,2.13363,102.742
359193,0.38636,1.70552,223.645
542333,0.48906,1.43484,339.395
727161,0.55882,1.24638,453.794
904278,0.60428,1.12132,566.708
1085575,0.6368,1.03529,682.074
1270536,0.66678,0.95113,799.673
1452566,0.68912,0.892117,914.824
1637402,0.70586,0.843405,1030.75
1822098,0.72446,0.792228,1148.12
2007339,0.73672,0.760445,1265.12
2190243,0.74542,0.731673,1380.69
2372655,0.75786,0.699246,1494.25
2559329,0.76694,0.674028,1612.81
2741896,0.78,0.642591,1727.5
