Duration, Accuracy, Sample_Mean_loss, Total_comm_time
37701,0.28414,2.04661,7.33102
74665,0.42964,1.62333,14.2243
111447,0.50802,1.40014,21.6219
148304,0.5591,1.25426,28.5128
185907,0.59152,1.16505,35.9399
224522,0.6188,1.08971,43.0756
262048,0.64312,1.02315,50.9922
298894,0.66172,0.968698,57.8493
335925,0.67792,0.925541,65.3433
372855,0.6905,0.883169,72.4202
409837,0.70662,0.846297,79.8153
446601,0.71164,0.828222,86.707
483777,0.72604,0.793555,94.255
520785,0.73512,0.765151,101.144
557717,0.74226,0.746073,108.692
