Duration,Accuracy,Sample_Mean_loss
176605,0.21572,2.25249
351668,0.28136,2.08143
524307,0.31556,1.91469
694815,0.36252,1.7811
865717,0.40498,1.66424
1036374,0.4408,1.56748
1206391,0.46658,1.49437
1378162,0.50244,1.41038
1547452,0.52566,1.34817
1716484,0.5445,1.29063
1887501,0.56308,1.2388
2052885,0.58612,1.17863
2217781,0.59584,1.15
2385987,0.60858,1.11223
2553888,0.62606,1.06768
