Duration,Accuracy,Sample_Mean_loss
51953,0.23456,2.22486
100115,0.3192,2.04141
149925,0.35692,1.86677
197936,0.39768,1.72919
247097,0.4298,1.60981
295349,0.4519,1.53411
345108,0.4754,1.46701
393149,0.50036,1.40904
442001,0.52216,1.35352
489718,0.53816,1.30765
538617,0.55768,1.25623
586713,0.5689,1.22244
635568,0.58142,1.18932
686676,0.5947,1.15278
737082,0.60446,1.1262
