Duration,Accuracy,Sample_Mean_loss
124455,0.22738,2.26234
237294,0.29876,2.11594
354023,0.31726,1.92269
462711,0.36736,1.77527
576452,0.41334,1.65316
683781,0.44546,1.55142
795792,0.47512,1.46759
902368,0.50166,1.39774
1016945,0.52262,1.3389
1125581,0.54764,1.27829
1237364,0.56462,1.2275
1345510,0.58128,1.1835
1451158,0.59716,1.13921
1553509,0.61098,1.10168
1652581,0.62528,1.0611
