Duration,Accuracy,Sample_Mean_loss
51016,0.21712,2.23407
99212,0.31838,2.04585
148864,0.3575,1.87208
197174,0.39614,1.72922
245785,0.42658,1.61683
294522,0.45252,1.53117
343682,0.475,1.46933
392387,0.49908,1.41023
440940,0.51914,1.35393
489009,0.53874,1.30498
537706,0.55306,1.26172
585898,0.56624,1.22486
634417,0.58664,1.17714
686142,0.59494,1.15408
736312,0.60626,1.1211
